YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1,latitude,longitude,total_individuals
2017,MD,Maryland,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.3,20.4,24.4,4869.0,,,Male,,,"(39.290580964, -76.609260111)",FV,FV1,Q019,24,Gender,Male,GEN,MALE,39.290580964,-76.609260111,1085.787
2017,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,48.1,43.5,52.7,976.0,,,,"Less than $15,000",,"(33.998821303, -81.045371207)",FV,FV1,Q018,45,Income,"Less than $15,000",INC,INCLESS15,33.998821303,-81.045371207,469.456
2017,TX,Texas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.4,35.8,43.2,2859.0,,Some college or technical school,,,,"(31.827240407, -99.426770206)",FV,FV1,Q018,48,Education,Some college or technical school,EDU,EDUCOTEC,31.827240407,-99.426770206,1126.446
2017,OK,Oklahoma,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.4,9.8,13.3,1869.0,,College graduate,,,,"(35.472031356, -97.521070214)",FV,FV1,Q019,40,Education,College graduate,EDU,EDUCOGRAD,35.472031356,-97.521070214,213.066
2017,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.5,35.9,43.3,1217.0,,,,"$75,000 or greater",,"(32.840571122, -86.631860762)",FV,FV1,Q018,1,Income,"$75,000 or greater",INC,INC75PLUS,32.840571122,-86.631860762,480.71500000000003
2017,FL,Florida,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,33.9,30.4,37.6,3222.0,,,,Data not reported,,"(28.932040377, -81.928960539)",FV,FV1,Q018,12,Income,Data not reported,INC,INCNR,28.932040377,-81.928960539,1092.2579999999998
2017,MI,Michigan,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.2,14.5,20.2,1389.0,,,,"$50,000 - $74,999",,"(44.661319543001, -84.71439027)",FV,FV1,Q019,26,Income,"$50,000 - $74,999",INC,INC5075,44.661319543001,-84.71439027,238.908
2017,MT,Montana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.5,15.4,24.4,842.0,,,,Data not reported,,"(47.066528972, -109.424420645)",FV,FV1,Q019,30,Income,Data not reported,INC,INCNR,47.066528972,-109.424420645,164.19
2017,IL,Illinois,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.0,15.9,20.3,1783.0,65 or older,,,,,"(40.485010283, -88.997710178)",FV,FV1,Q019,17,Age (years),65 or older,AGEYR,AGEYR65PLUS,40.485010283,-88.997710178,320.94
2017,GU,Guam,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,29.6,24.9,34.8,480.0,,High school graduate,,,,"(13.444304, 144.793731)",FV,FV1,Q019,66,Education,High school graduate,EDU,EDUHSGRAD,13.444304,144.793731,142.08
2017,VT,Vermont,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,8.5,6.8,10.6,1686.0,,,,"$75,000 or greater",,"(43.625381239, -72.517640791)",FV,FV1,Q019,50,Income,"$75,000 or greater",INC,INC75PLUS,43.625381239,-72.517640791,143.31
2017,RI,Rhode Island,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,American Indian/Alaska Native,"(41.708280193, -71.522470314)",FV,FV1,Q019,44,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,41.708280193,-71.522470314,
2017,MS,Mississippi,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,47.2,40.1,54.3,473.0,,,,"$25,000 - $34,999",,"(32.745510099, -89.538030825)",FV,FV1,Q018,28,Income,"$25,000 - $34,999",INC,INC2535,32.745510099,-89.538030825,223.25600000000003
2017,MA,Massachusetts,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,26.6,24.3,29.1,3310.0,,College graduate,,,,"(42.27687047, -72.082690675)",FV,FV1,Q018,25,Education,College graduate,EDU,EDUCOGRAD,42.27687047,-72.082690675,880.46
2017,MT,Montana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41.0,28.9,54.2,105.0,,,,,Hispanic,"(47.066528972, -109.424420645)",FV,FV1,Q018,30,Race/Ethnicity,Hispanic,RACE,RACEHIS,47.066528972,-109.424420645,43.05
2017,AK,Alaska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(64.845079957001, -147.722059036)",FV,FV1,Q019,2,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,64.845079957001,-147.722059036,
2017,MO,Missouri,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.6,12.7,19.0,1013.0,45 - 54,,,,,"(38.635790776, -92.566300053)",FV,FV1,Q019,29,Age (years),45 - 54,AGEYR,AGEYR4554,38.635790776,-92.566300053,158.028
2017,VI,Virgin Islands,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,"$75,000 or greater",,"(18.335765, -64.896335)",FV,FV1,Q019,78,Income,"$75,000 or greater",INC,INC75PLUS,18.335765,-64.896335,
2017,AL,Alabama,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.1,12.8,20.1,579.0,25 - 34,,,,,"(32.840571122, -86.631860762)",FV,FV1,Q019,1,Age (years),25 - 34,AGEYR,AGEYR2534,32.840571122,-86.631860762,93.21900000000001
2017,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,32.3,28.1,36.8,952.0,,,,"Less than $15,000",,"(33.998821303, -81.045371207)",FV,FV1,Q019,45,Income,"Less than $15,000",INC,INCLESS15,33.998821303,-81.045371207,307.496
2017,VT,Vermont,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.3,9.2,16.3,503.0,25 - 34,,,,,"(43.625381239, -72.517640791)",FV,FV1,Q019,50,Age (years),25 - 34,AGEYR,AGEYR2534,43.625381239,-72.517640791,61.86900000000001
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.6,34.4,38.9,2987.0,,,,,Non-Hispanic White,"(35.466220975, -79.159250463)",FV,FV1,Q018,37,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35.466220975,-79.159250463,1093.242
2017,PR,Puerto Rico,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,2 or more races,"(18.220833, -66.590149)",FV,FV1,Q018,72,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,18.220833,-66.590149,
2017,UT,Utah,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,34.1,28.0,40.7,439.0,,,,"Less than $15,000",,"(39.360700171, -111.587130635)",FV,FV1,Q019,49,Income,"Less than $15,000",INC,INCLESS15,39.360700171,-111.587130635,149.699
2017,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.5,13.5,20.0,939.0,35 - 44,,,,,"(41.56266102, -72.649840952)",FV,FV1,Q019,9,Age (years),35 - 44,AGEYR,AGEYR3544,41.56266102,-72.649840952,154.935
2017,DC,District of Columbia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,29.0,25.3,33.0,733.0,45 - 54,,,,,"(38.890371385, -77.031961127)",FV,FV1,Q018,11,Age (years),45 - 54,AGEYR,AGEYR4554,38.890371385,-77.031961127,212.57
2017,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.1,14.9,19.6,1476.0,45 - 54,,,,,"(33.998821303, -81.045371207)",FV,FV1,Q019,45,Age (years),45 - 54,AGEYR,AGEYR4554,33.998821303,-81.045371207,252.39600000000002
2017,OK,Oklahoma,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,45.7,42.9,48.6,1884.0,,Some college or technical school,,,,"(35.472031356, -97.521070214)",FV,FV1,Q018,40,Education,Some college or technical school,EDU,EDUCOTEC,35.472031356,-97.521070214,860.988
2017,GU,Guam,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,42.4,34.4,50.7,265.0,55 - 64,,,,,"(13.444304, 144.793731)",FV,FV1,Q018,66,Age (years),55 - 64,AGEYR,AGEYR5564,13.444304,144.793731,112.36
2017,FL,Florida,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.8,10.2,16.1,2397.0,,,,"$35,000 - $49,999",,"(28.932040377, -81.928960539)",FV,FV1,Q019,12,Income,"$35,000 - $49,999",INC,INC3550,28.932040377,-81.928960539,306.81600000000003
2017,US,National,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,24.8,23.9,25.8,30573.0,,,,,Non-Hispanic Black,,FV,FV1,Q019,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,,,7582.104
2017,HI,Hawaii,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,27.8,25.1,30.8,2293.0,,,,,Non-Hispanic White,"(21.304850435, -157.857749403)",FV,FV1,Q018,15,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,21.304850435,-157.857749403,637.4540000000001
2017,KS,Kansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.6,18.5,20.6,8886.0,,,Male,,,"(38.3477403, -98.200781227)",FV,FV1,Q019,20,Gender,Male,GEN,MALE,38.3477403,-98.200781227,1741.6560000000002
2017,VI,Virgin Islands,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,Hispanic,"(18.335765, -64.896335)",FV,FV1,Q018,78,Race/Ethnicity,Hispanic,RACE,RACEHIS,18.335765,-64.896335,
2017,CA,California,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,27.4,25.4,29.6,3777.0,,College graduate,,,,"(37.638640123, -120.999999538)",FV,FV1,Q018,6,Education,College graduate,EDU,EDUCOGRAD,37.638640123,-120.999999538,1034.898
2017,NM,New Mexico,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,32.6,20.5,47.6,71.0,,,,,2 or more races,"(34.520880952, -106.240580985)",FV,FV1,Q018,35,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,34.520880952,-106.240580985,23.146
2017,WY,Wyoming,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,31.7,28.5,35.0,1247.0,,,,"$75,000 or greater",,"(43.235541343, -108.109830353)",FV,FV1,Q018,56,Income,"$75,000 or greater",INC,INC75PLUS,43.235541343,-108.109830353,395.299
2017,US,National,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,35.1,34.0,36.3,25885.0,,Less than high school,,,,,FV,FV1,Q019,59,Education,Less than high school,EDU,EDUHS,,,9085.635
2017,NE,Nebraska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.9,35.6,38.1,14259.0,,,,,,"(41.641040988001, -99.365720623)",FV,FV1,Q018,31,Total,Total,OVR,OVERALL,41.641040988001,-99.365720623,5261.571
2017,WA,Washington,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,10.6,9.4,11.8,3977.0,,,,"$75,000 or greater",,"(47.522278629, -120.47001079)",FV,FV1,Q019,53,Income,"$75,000 or greater",INC,INC75PLUS,47.522278629,-120.47001079,421.562
2017,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,32.0,28.7,35.5,2245.0,,College graduate,,,,"(44.353130053, -100.373530637)",FV,FV1,Q018,46,Education,College graduate,EDU,EDUCOGRAD,44.353130053,-100.373530637,718.4
2017,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.5,12.8,16.4,2801.0,,Some college or technical school,,,,"(33.998821303, -81.045371207)",FV,FV1,Q019,45,Education,Some college or technical school,EDU,EDUCOTEC,33.998821303,-81.045371207,406.145
2017,LA,Louisiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,48.3,43.3,53.4,672.0,,,,"$15,000 - $24,999",,"(31.312660644, -92.445680071)",FV,FV1,Q018,22,Income,"$15,000 - $24,999",INC,INC1525,31.312660644,-92.445680071,324.57599999999996
2017,IN,Indiana,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Other,"(39.766910452, -86.149960194)",FV,FV1,Q019,18,Race/Ethnicity,Other,RACE,RACEOTH,39.766910452,-86.149960194,
2017,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,31.5,21.2,44.1,116.0,,,,,2 or more races,"(41.56266102, -72.649840952)",FV,FV1,Q018,9,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.56266102,-72.649840952,36.54
2017,KS,Kansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.3,36.0,40.8,2131.0,25 - 34,,,,,"(38.3477403, -98.200781227)",FV,FV1,Q018,20,Age (years),25 - 34,AGEYR,AGEYR2534,38.3477403,-98.200781227,816.1729999999999
2017,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,31.6,27.6,35.8,705.0,25 - 34,,,,,"(41.56266102, -72.649840952)",FV,FV1,Q018,9,Age (years),25 - 34,AGEYR,AGEYR2534,41.56266102,-72.649840952,222.78
2017,ME,Maine,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(45.254228894001, -68.985031336)",FV,FV1,Q018,23,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,45.254228894001,-68.985031336,
2017,GA,Georgia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,44.4,39.3,49.7,583.0,,Less than high school,,,,"(32.839681093, -83.627580346)",FV,FV1,Q018,13,Education,Less than high school,EDU,EDUHS,32.839681093,-83.627580346,258.852
2017,SC,South Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,40.1,34.7,45.8,398.0,18 - 24,,,,,"(33.998821303, -81.045371207)",FV,FV1,Q018,45,Age (years),18 - 24,AGEYR,AGEYR1824,33.998821303,-81.045371207,159.598
2017,NJ,New Jersey,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,33.8,29.9,38.0,1264.0,,,,,Hispanic,"(40.130570048, -74.273691288)",FV,FV1,Q018,34,Race/Ethnicity,Hispanic,RACE,RACEHIS,40.130570048,-74.273691288,427.23199999999997
2017,AK,Alaska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.7,8.9,15.1,1126.0,,,,"$75,000 or greater",,"(64.845079957001, -147.722059036)",FV,FV1,Q019,2,Income,"$75,000 or greater",INC,INC75PLUS,64.845079957001,-147.722059036,131.742
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.9,12.3,17.9,1259.0,65 or older,,,,,"(35.466220975, -79.159250463)",FV,FV1,Q019,37,Age (years),65 or older,AGEYR,AGEYR65PLUS,35.466220975,-79.159250463,187.59099999999998
2017,NH,New Hampshire,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,34.8,26.4,44.3,155.0,18 - 24,,,,,"(43.655950113, -71.50036092)",FV,FV1,Q018,33,Age (years),18 - 24,AGEYR,AGEYR1824,43.655950113,-71.50036092,53.94
2017,VA,Virginia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,5.9,2.3,14.5,77.0,,,,,American Indian/Alaska Native,"(37.542680674, -78.457890463)",FV,FV1,Q019,51,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,37.542680674,-78.457890463,4.543
2017,US,National,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.0,15.4,18.7,8089.0,,,,,2 or more races,,FV,FV1,Q019,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,,,1375.13
2017,NV,Nevada,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.8,23.5,30.4,1544.0,,,Male,,,"(39.49324039, -117.071840564)",FV,FV1,Q019,32,Gender,Male,GEN,MALE,39.49324039,-117.071840564,413.79200000000003
2017,MN,Minnesota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,20.2,19.0,21.5,7238.0,,,Male,,,"(46.355648736, -94.794200503)",FV,FV1,Q019,27,Gender,Male,GEN,MALE,46.355648736,-94.794200503,1462.0759999999998
2017,NE,Nebraska,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.3,10.4,33.0,136.0,,,,,2 or more races,"(41.641040988001, -99.365720623)",FV,FV1,Q019,31,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,41.641040988001,-99.365720623,26.248
2017,AR,Arkansas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,44.7,42.1,47.3,4731.0,,,,,,"(34.748650124, -92.274490743)",FV,FV1,Q018,5,Total,Total,OVR,OVERALL,34.748650124,-92.274490743,2114.757
2017,AZ,Arizona,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.2,16.8,21.8,1532.0,35 - 44,,,,,"(34.86597028, -111.763811277)",FV,FV1,Q019,4,Age (years),35 - 44,AGEYR,AGEYR3544,34.86597028,-111.763811277,294.144
2017,DE,Delaware,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.8,33.5,42.3,910.0,,Some college or technical school,,,,"(39.008830667, -75.577741168)",FV,FV1,Q018,10,Education,Some college or technical school,EDU,EDUCOTEC,39.008830667,-75.577741168,343.97999999999996
2017,RI,Rhode Island,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,36.0,29.1,43.5,388.0,,,,"Less than $15,000",,"(41.708280193, -71.522470314)",FV,FV1,Q019,44,Income,"Less than $15,000",INC,INCLESS15,41.708280193,-71.522470314,139.68
2017,WI,Wisconsin,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.3,10.5,14.4,1939.0,,College graduate,,,,"(44.393191174, -89.816370742)",FV,FV1,Q019,55,Education,College graduate,EDU,EDUCOGRAD,44.393191174,-89.816370742,238.497
2017,NM,New Mexico,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,43.4,38.3,48.6,572.0,25 - 34,,,,,"(34.520880952, -106.240580985)",FV,FV1,Q018,35,Age (years),25 - 34,AGEYR,AGEYR2534,34.520880952,-106.240580985,248.248
2017,IA,Iowa,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.2,34.7,41.8,862.0,35 - 44,,,,,"(42.469400913, -93.816490556)",FV,FV1,Q018,19,Age (years),35 - 44,AGEYR,AGEYR3544,42.469400913,-93.816490556,329.284
2017,SD,South Dakota,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,17.8,15.4,20.5,2790.0,,,Male,,,"(44.353130053, -100.373530637)",FV,FV1,Q019,46,Gender,Male,GEN,MALE,44.353130053,-100.373530637,496.62000000000006
2017,TX,Texas,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,42.4,37.0,48.0,1295.0,,Less than high school,,,,"(31.827240407, -99.426770206)",FV,FV1,Q018,48,Education,Less than high school,EDU,EDUHS,31.827240407,-99.426770206,549.08
2017,FL,Florida,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.3,9.8,34.6,269.0,,,,,2 or more races,"(28.932040377, -81.928960539)",FV,FV1,Q019,12,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,28.932040377,-81.928960539,51.917
2017,MO,Missouri,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.7,16.5,21.0,2109.0,,High school graduate,,,,"(38.635790776, -92.566300053)",FV,FV1,Q019,29,Education,High school graduate,EDU,EDUHSGRAD,38.635790776,-92.566300053,394.383
2017,NH,New Hampshire,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,27.8,23.3,32.7,901.0,,,,Data not reported,,"(43.655950113, -71.50036092)",FV,FV1,Q018,33,Income,Data not reported,INC,INCNR,43.655950113,-71.50036092,250.478
2017,CO,Colorado,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.1,12.1,14.2,6453.0,,,,,Non-Hispanic White,"(38.843840757, -106.133610921)",FV,FV1,Q019,8,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,38.843840757,-106.133610921,845.3430000000001
2017,IL,Illinois,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21.3,19.8,22.8,5147.0,,,,,,"(40.485010283, -88.997710178)",FV,FV1,Q019,17,Total,Total,OVR,OVERALL,40.485010283,-88.997710178,1096.311
2017,VI,Virgin Islands,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,,,,,Some college or technical school,,,,"(18.335765, -64.896335)",FV,FV1,Q018,78,Education,Some college or technical school,EDU,EDUCOTEC,18.335765,-64.896335,
2017,UT,Utah,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(39.360700171, -111.587130635)",FV,FV1,Q019,49,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,39.360700171,-111.587130635,
2017,RI,Rhode Island,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,34.0,29.1,39.3,884.0,,,,Data not reported,,"(41.708280193, -71.522470314)",FV,FV1,Q018,44,Income,Data not reported,INC,INCNR,41.708280193,-71.522470314,300.56
2017,AZ,Arizona,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.3,34.8,39.8,2080.0,,,,,Hispanic,"(34.86597028, -111.763811277)",FV,FV1,Q018,4,Race/Ethnicity,Hispanic,RACE,RACEHIS,34.86597028,-111.763811277,775.84
2017,DE,Delaware,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,40.9,35.1,47.1,544.0,,,,"$15,000 - $24,999",,"(39.008830667, -75.577741168)",FV,FV1,Q018,10,Income,"$15,000 - $24,999",INC,INC1525,39.008830667,-75.577741168,222.49599999999998
2017,NJ,New Jersey,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,38.7,33.0,44.7,632.0,,Less than high school,,,,"(40.130570048, -74.273691288)",FV,FV1,Q019,34,Education,Less than high school,EDU,EDUHS,40.130570048,-74.273691288,244.584
2017,MO,Missouri,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,,,,,,,,Other,"(38.635790776, -92.566300053)",FV,FV1,Q019,29,Race/Ethnicity,Other,RACE,RACEOTH,38.635790776,-92.566300053,
2017,WV,West Virginia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,19.9,16.5,23.7,750.0,,,,Data not reported,,"(38.665510202, -80.712640135)",FV,FV1,Q019,54,Income,Data not reported,INC,INCNR,38.665510202,-80.712640135,149.25
2017,VA,Virginia,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,,,,,,,,Hawaiian/Pacific Islander,"(37.542680674, -78.457890463)",FV,FV1,Q018,51,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,37.542680674,-78.457890463,
2017,WI,Wisconsin,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.8,20.3,59.2,56.0,,,,,2 or more races,"(44.393191174, -89.816370742)",FV,FV1,Q018,55,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,44.393191174,-89.816370742,21.167999999999996
2017,CT,Connecticut,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,24.4,19.6,29.9,396.0,18 - 24,,,,,"(41.56266102, -72.649840952)",FV,FV1,Q019,9,Age (years),18 - 24,AGEYR,AGEYR1824,41.56266102,-72.649840952,96.624
2017,MO,Missouri,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.9,15.7,18.2,6956.0,,,,,,"(38.635790776, -92.566300053)",FV,FV1,Q019,29,Total,Total,OVR,OVERALL,38.635790776,-92.566300053,1175.5639999999999
2017,PA,Pennsylvania,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,28.5,25.9,31.3,1917.0,,,,"$75,000 or greater",,"(40.793730152, -77.860700294)",FV,FV1,Q018,42,Income,"$75,000 or greater",INC,INC75PLUS,40.793730152,-77.860700294,546.3449999999999
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.2,23.5,51.3,65.0,,,,,2 or more races,"(35.466220975, -79.159250463)",FV,FV1,Q018,37,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,35.466220975,-79.159250463,23.53
2017,ID,Idaho,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,9.0,7.3,11.0,1604.0,,College graduate,,,,"(43.682630005, -114.363730042)",FV,FV1,Q019,16,Education,College graduate,EDU,EDUCOGRAD,43.682630005,-114.363730042,144.35999999999999
